0	1	1.025612547
0.1	1	0.923338048
0.2	1	0.83136282
0.3	1	0.757702478
0.4	1	0.699983252
0.5	1	0.656237797
0.6	1	0.562703137
0.7	1	0.545607195
0.8	1	0.48089468
0.9	1	0.428863036
1	1	0.378808666
1.1	1	0.358172907
1.2	1	0.316187651
1.3	1	0.285882996
1.4	1	0.260704024
1.5	1	0.247694257
1.6	1	0.205603205
1.7	1	0.216053393
1.8	1	0.19465751
1.9	1	0.181117857
2	1	0.18521582
2.1	1	0.123410023
2.2	1	0.142031703
2.3	1	0.12327567
2.4	1	0.106067145
2.5	1	0.117665672
2.6	1	0.083941656
2.7	1	0.08284816
2.8	1	0.085536308
2.9	1	0.071850285
3	1	0.067763758
3.1	1	0.057617891
3.2	1	0.061906907
3.3	1	0.049310681
3.4	1	0.073957266
3.5	1	0.065746985
3.6	1	0.04921421
3.7	1	0.029449856
3.8	1	0.033708825
3.9	1	0.053788091
4	1	0.06403753
4.1	1	0.027522647
4.2	1	0.056915287
4.3	1	0.044254514
4.4	1	0.012870147
4.5	1	0.040694318
4.6	1	0.059017644
4.7	1	0.027109403
4.8	1	0.038335216
4.9	1	0.036550875
5	1	0.018425302
5.1	1	0.041450072
5.2	1	0.011331112
5.3	1	0.006185779
5.4	1	0.046564642
5.5	1	0.03432237
5.6	1	0.043173733
5.7	1	0.032657664
5.8	1	0.025208353
5.9	1	0.035210407
6	1	0.051892062
6.1	1	0.022812576
6.2	1	0.011944749
6.3	1	0.03831429
6.4	1	0.003951767
6.5	1	0.045027799
6.6	1	0.01158673
6.7	1	0.048228199
6.8	1	0.013204376
6.9	1	0.001321576
7	1	0.006347477
7.1	1	0.025636424
7.2	1	0.026773427
7.3	1	0.018076257
7.4	1	0.005952593
7.5	1	0.021984714
7.6	1	0.040393862
7.7	1	0.014302634
7.8	1	0.002968826
7.9	1	0.042081419
8	1	0.04040993
8.1	1	0.01844159
8.2	1	0.003092266
8.3	1	0.003347963
8.4	1	0.049323412
8.5	1	0.0427975
8.6	1	0.002978068
8.7	1	0.002821904
8.8	1	0.031552107
8.9	1	0.048438976
9	1	0.017664254
9.1	1	0.015783869
9.2	1	0.013704785
9.3	1	0.044414962
9.4	1	0.010802242
9.5	1	0.001273953
9.6	1	0.021197358
9.7	1	0.026886861
9.8	1	0.038686455
9.9	1	0.015135064
20	1	1.010721825
20.1	1	0.924246632
20.2	1	0.86705789
20.3	1	0.770147651
20.4	1	0.70761642
20.5	1	0.654494824
20.6	1	0.577413776
20.7	1	0.507347412
20.8	1	0.478367186
20.9	1	0.423004956
21	1	0.409612564
21.1	1	0.334642444
21.2	1	0.342939447
21.3	1	0.308446995
21.4	1	0.267284645
21.5	1	0.2637111
21.6	1	0.20447849
21.7	1	0.212541365
21.8	1	0.184965664
21.9	1	0.161791815
22	1	0.151951985
22.1	1	0.169231781
22.2	1	0.117605961
22.3	1	0.104068319
22.4	1	0.096644465
22.5	1	0.097654293
22.6	1	0.105838593
22.7	1	0.08435022
22.8	1	0.094024013
22.9	1	0.07327443
23	1	0.081654054
23.1	1	0.094025561
23.2	1	0.08245218
23.3	1	0.037428884
23.4	1	0.065502841
23.5	1	0.074994639
23.6	1	0.046050732
23.7	1	0.04655556
23.8	1	0.027626249
23.9	1	0.025504325
24	1	0.056143561
24.1	1	0.061086875
24.2	1	0.041840046
24.3	1	0.043954819
24.4	1	0.049050308
24.5	1	0.056614505
24.6	1	0.032508172
24.7	1	0.056307348
24.8	1	0.039983896
24.9	1	0.017349888
25	1	0.014063233
25.1	1	0.010954323
25.2	1	0.013398976
25.3	1	0.045149167
25.4	1	0.053868928
25.5	1	0.034865474
25.6	1	0.053291915
25.7	1	0.013523289
25.8	1	0.026888317
25.9	1	0.032567263
26	1	0.010775712
26.1	1	0.018497227
26.2	1	0.012714045
26.3	1	0.017182891
26.4	1	0.032537033
26.5	1	0.041558666
26.6	1	0.04533175
26.7	1	0.036427244
26.8	1	0.040795327
26.9	1	0.047070898
27	1	0.031227049
27.1	1	0.005047267
27.2	1	0.012035297
27.3	1	0.011318711
27.4	1	0.006629936
27.5	1	0.038885432
27.6	1	0.008212047
27.7	1	0.003346624
27.8	1	0.009154598
27.9	1	0.026380574
28	1	0.047355469
28.1	1	0.04235161
28.2	1	0.019822971
28.3	1	0.045044576
28.4	1	0.012591226
28.5	1	0.006513895
28.6	1	0.028977135
28.7	1	0.040356718
28.8	1	0.032621609
28.9	1	0.03940044
29	1	0.022629837
29.1	1	0.018406739
29.2	1	0.02243392
29.3	1	0.036713208
29.4	1	0.029206542
29.5	1	0.044885345
29.6	1	0.017213757
29.7	1	0.020152245
29.8	1	0.041434779
29.9	1	0.038817527
40	1.5	1.501837511
40.1	1.5	1.336230522
40.2	1.5	1.121260443
40.3	1.5	0.982982868
40.4	1.5	0.863026153
40.5	1.5	0.749251797
40.6	1.5	0.65254472
40.7	1.5	0.529289266
40.8	1.5	0.451812695
40.9	1.5	0.437909507
41	1.5	0.347274052
41.1	1.5	0.321612306
41.2	1.5	0.25546105
41.3	1.5	0.249397159
41.4	1.5	0.187426982
41.5	1.5	0.190089538
41.6	1.5	0.181606333
41.7	1.5	0.15048867
41.8	1.5	0.128597868
41.9	1.5	0.12682826
42	1.5	0.09936738
42.1	1.5	0.105122863
42.2	1.5	0.083408503
42.3	1.5	0.054841738
42.4	1.5	0.08844485
42.5	1.5	0.057505313
42.6	1.5	0.035618376
42.7	1.5	0.071961655
42.8	1.5	0.061790891
42.9	1.5	0.054979721
43	1.5	0.053499066
43.1	1.5	0.050233781
43.2	1.5	0.047871381
43.3	1.5	0.034488421
43.4	1.5	0.053347008
43.5	1.5	0.024946735
43.6	1.5	0.053697976
43.7	1.5	0.046469737
43.8	1.5	0.007220348
43.9	1.5	0.033107751
44	1.5	0.027730923
44.1	1.5	0.051485519
44.2	1.5	0.038088203
44.3	1.5	0.024881442
44.4	1.5	0.027500365
44.5	1.5	0.033259347
44.6	1.5	0.022434627
44.7	1.5	0.020662204
44.8	1.5	0.042011473
44.9	1.5	0.040185802
45	1.5	0.034109908
45.1	1.5	0.046149983
45.2	1.5	0.045469952
45.3	1.5	0.035330906
45.4	1.5	0.004612248
45.5	1.5	0.014844904
45.6	1.5	0.023649663
45.7	1.5	0.011520614
45.8	1.5	0.045121207
45.9	1.5	0.029392104
46	1.5	0.028717552
46.1	1.5	0.02627429
46.2	1.5	0.013696526
46.3	1.5	0.012845867
46.4	1.5	0.045380097
46.5	1.5	0.037705347
46.6	1.5	0.021507874
46.7	1.5	0.02978426
46.8	1.5	0.029653961
46.9	1.5	0.01794179
47	1.5	0.013519894
47.1	1.5	0.018279801
47.2	1.5	0.040973613
47.3	1.5	0.023423098
47.4	1.5	0.023843613
47.5	1.5	0.006420236
47.6	1.5	0.036289149
47.7	1.5	0.043692779
47.8	1.5	0.037887622
47.9	1.5	0.048786957
48	1.5	0.047789929
48.1	1.5	0.002888516
48.2	1.5	0.036666657
48.3	1.5	0.028790528
48.4	1.5	0.03463545
48.5	1.5	0.029608134
48.6	1.5	0.030878345
48.7	1.5	0.008412211
48.8	1.5	0.005531135
48.9	1.5	0.03691567
49	1.5	0.031306571
49.1	1.5	0.019482227
49.2	1.5	0.040968843
49.3	1.5	0.049279399
49.4	1.5	0.026965498
49.5	1.5	0.047446251
49.6	1.5	0.001621036
49.7	1.5	0.024498144
49.8	1.5	0.028218984
49.9	1.5	0.031389171
60	2	2.032471112
60.1	2	1.681542769
60.2	2	1.356833876
60.3	2	1.10866635
60.4	2	0.921782843
60.5	2	0.746727941
60.6	2	0.615545841
60.7	2	0.532393705
60.8	2	0.418603948
60.9	2	0.37195752
61	2	0.282708377
61.1	2	0.267988105
61.2	2	0.18258173
61.3	2	0.156834064
61.4	2	0.146532101
61.5	2	0.144901277
61.6	2	0.109045664
61.7	2	0.076912437
61.8	2	0.061634159
61.9	2	0.092048443
62	2	0.061784672
62.1	2	0.036385288
62.2	2	0.058785327
62.3	2	0.066691685
62.4	2	0.020156202
62.5	2	0.038437303
62.6	2	0.056464881
62.7	2	0.020031712
62.8	2	0.041896038
62.9	2	0.025963828
63	2	0.039736332
63.1	2	0.018716335
63.2	2	0.018597631
63.3	2	0.047366123
63.4	2	0.045193991
63.5	2	0.016994744
63.6	2	0.033417282
63.7	2	0.021971884
63.8	2	0.008674394
63.9	2	0.001706293
64	2	0.039527054
64.1	2	0.028337931
64.2	2	0.041346929
64.3	2	0.010506529
64.4	2	0.021983325
64.5	2	0.036884013
64.6	2	0.038094132
64.7	2	0.008986286
64.8	2	0.018344613
64.9	2	0.033077542
65	2	0.002179776
65.1	2	0.025982798
65.2	2	0.029199886
65.3	2	0.030026736
65.4	2	0.006054304
65.5	2	0.013696061
65.6	2	0.031265701
65.7	2	0.039991584
65.8	2	0.037182442
65.9	2	0.042580234
66	2	0.039157843
66.1	2	0.018526219
66.2	2	0.043350146
66.3	2	0.011681335
66.4	2	0.049399792
